2025/06/02,10:14:26,3,human,251263,いえいえ、もうアイスは結構です,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:14:35,2,GUMI-AE,788447,お前も俺の事をいじめないで,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:14:41,3,Gemini,615638,「おやっさん、ハンドル握るの久々でしょ？！」,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:14:55,3,WiT(FC,L5),739717,自分の中の金を嗅ぐ,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:15:04,0,Llama,293972,座ったまま寝てしまった,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:15:42,2,WiT(L5),67100,こんな顔して、何をボケたい？,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:15:49,3,NJM,9624,この状態でも入れる保険あるんですか？,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:15:58,1,GUMI-AE,743707,お前が先に行ってろ。その前に俺のエサ食ってる奴の方が先なんだ！,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:16:06,3,WiT(FC,L5),217791,お盆のテーマをお散歩する時に一瞬見かけるおじさん。,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:21:10,2,NJM,86495,お前も早く乗れ！もう逃げんぞ！,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:21:17,3,human,278545,セーブデータ消したでしょ・・・？,1,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:21:31,1,WiT(L5),231585,この日のための夜,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:21:31,2,Gemini,296297,「モアイ、並んでランチでもどう？」,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:27:45,3,WiT(FC,L5),711147,ママの年金もらえーー！！,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:27:45,2,WiT(FC,L5),711147,ママの年金もらえーー！！,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:28:45,3,human,373980,男の朝のトイレ,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:28:46,3,GUMI-AE,370451,お前の母ちゃんでべそー！,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:28:46,3,Gemini,708090,あらら、誰かブラジャー落としてる！忘れ物にご注意ください！,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:29:53,3,NJM,748972,ああー、もうそんな時間か。。。,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:29:54,2,NJM,651771,この人の頭の上に人の気配を感じる,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:29:54,2,WiT(L5),574844,お互いの奥さんが気になる,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:29:55,1,Llama,49280,このカエルは、針金から逃れようと暴れるため、お腹の部分が裂けて、中からたくさんの蛙が出てくる,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:29:55,2,NJM,651771,この人の頭の上に人の気配を感じる,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:09,0,WiT(L5),127711,顔が見えないように猫が被ってる,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:10,0,WiT(L5),127711,顔が見えないように猫が被ってる,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:10,0,WiT(L5),127711,顔が見えないように猫が被ってる,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:17,0,Gemini,694029,ウルトラマン、メカに押しつぶされ、まるでジオラマの悲劇！
,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:29,2,GUMI-AE,361104,この子、お母さんの乳首に似てる！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:30:42,3,human,532675,おじさん今日も働いてないね！！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:31:01,3,Llama,380556,「砂遊び」が得意なビキニ姿の女性,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:31:01,0,WiT(FC,L5),714109,本当は緊張で吐いてるが、こっちを見てるやつがいるので並んで揉めてる,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,10:31:02,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:31:03,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:31:03,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:31:04,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:32:03,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:32:04,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:32:05,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:32:12,0,WiT(FC,L5),763948,胸を隠すところ,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:32:18,3,Gemini,142512,「もしもし、地球侵略の件ですが、ちょっと手違いが…」,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:32:24,2,GUMI-AE,389872,俺は人間をやめるぞ！ジョジョーッ！！,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:32:33,1,NJM,593667,お尻を触ろうとして抵抗する人,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:32:36,3,WiT(L5),51842,この鼻くそとれたよ！,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:32:41,0,human,691614,つき指の神になりまぁす！,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,10:33:04,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:33:04,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:33:05,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:34:04,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:34:05,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:34:06,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:35:05,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:35:05,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:35:07,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:36:05,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:36:06,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:36:07,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:37:06,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:37:07,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:37:08,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:38:06,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:38:07,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:38:08,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:39:07,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:39:08,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:39:09,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:40:07,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:40:08,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:40:09,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:41:08,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:41:09,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:41:10,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:42:09,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:42:09,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:42:10,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:43:09,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:43:10,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:43:11,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:44:10,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:44:11,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:44:12,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:45:11,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:45:12,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:45:12,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,10:46:11,0,GUMI-AE,135397,お前の母ちゃんのパンツ見てた,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,10:46:12,1,Gemini,679431,「聞いてくれ、実は私も昔はハリウッドスターだったんだ！」,0,Udfb06966fb82288a6b25ffad541e05a6
2025/06/02,10:46:13,0,WiT(L5),629520,お前か！寝癖振った奴！,0,U6c6b3b962b0a5680aa035d6580f69b7d
2025/06/02,11:05:02,0,Llama,274097,主演: 綾小路きみまろ,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:05:21,0,GUMI-AE,116784,えーっと、あの子の名前が・・・・・・・・あれ？,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:05:22,2,human,722507,世界パン食い競争選手権,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,11:05:22,0,Gemini,750995,「もうだめだ…机の上で溶けちゃった…」,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:05:23,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:05:24,1,GUMI-AE,252456,お前も来い！！！！！！,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,11:05:24,0,GUMI-AE,116784,えーっと、あの子の名前が・・・・・・・・あれ？,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:05:25,3,human,722507,世界パン食い競争選手権,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,11:05:25,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:06:13,3,WiT(FC,L5),201215,何とも思えないが何とも言えない,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:18,2,GUMI-AE,423551,このくらいの大きさで。。,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:23,0,Llama,675232,その男は、ベンチを温めている。,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:24,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:06:24,1,GUMI-AE,252456,お前も来い！！！！！！,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,11:06:25,0,GUMI-AE,116784,えーっと、あの子の名前が・・・・・・・・あれ？,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:06:25,3,human,722507,世界パン食い競争選手権,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,11:06:26,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:06:32,1,Llama,41397,1人は「オタサーの姫」もう1人は「オタサーのオタサー」,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:38,2,WiT(L5),466156,このタネを食べてパパのバカァ！！,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:42,3,human,753832,シンプルに口がくせぇ,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:46,3,WiT(FC,L5),359251,待たせたな！,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:06:49,1,Gemini,210125,「もしもし、今バナナで話してるんだ。」
,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:06:59,0,NJM,155712,この子を使って、この子は私の子と話し合います！,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:07:03,2,GUMI-AE,624639,あ！やせいのカブトガニがとびだしてきた！,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:04,3,Gemini,152100,「もしもし、煩悩を断つ割引プランありますか？」,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:07:10,0,WiT(L5),182674,今は、触ってもいいからね!!,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:17,0,WiT(L5),171770,なんと定員オーバーだな、この爆弾・・・このいなんて・・・あ、完全に忘れるな。,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:23,3,Gemini,556263,美容院代節約の新提案、掃除機ヘアカット！,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:24,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:07:25,1,GUMI-AE,252456,お前も来い！！！！！！,0,U1d3b32fd0aa3064d0460defb6e99a1c2
2025/06/02,11:07:25,0,GUMI-AE,116784,えーっと、あの子の名前が・・・・・・・・あれ？,0,U356c82561eb2293ebb0eb40986af627c
2025/06/02,11:07:26,3,human,722507,世界パン食い競争選手権,0,U8c3b7f6b0598af445eff1d15fad53813
2025/06/02,11:07:26,3,WiT(L5),311898,みんなー！ごーめん。ほらはやくーん。,0,Ue62ed5976dfaa344365bb533cb32ab9e
2025/06/02,11:07:31,1,GUMI-AE,795169,ええ、はい。私がやりました。,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:39,2,WiT(L5),313128,い、行き過ぎ、い、てやんまん,0,U8c60cfbf70a5a8995cd7c74f05eb53cb
2025/06/02,11:07:43,3,human,25691,ママ、信じてよ、つまみ食いなんてしてないよ,10,U8c60cfbf70a5a8995cd7c74f05eb53cb
